sezione;col1;col2;col3;col4;col5
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;69.374;9.933;10.805;90.112;
09 - Rifiuti dell'industria fotografica;8.734;720;1.219;10.673;
10 - Rifiuti provenienti da processi termici;458.571;32.259;99.426;590.256;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;256.075;40.901;25.715;322.691;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;438.271;18.753;23.981;481.005;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);704.962;123.343;221.030;1.049.335;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);40.452;6.081;2.950;49.483;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;157.483;33.969;26.901;218.353;
16 - Rifiuti non specificati altrimenti nell'elenco;988.706;322.509;627.579;1.938.794;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);603.143;131.012;197.133;931.288;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);109.432;50.268;71.381;231.081;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;1.874.124;423.063;397.864;2.695.051;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;16.116;2.075;6.396;24.587;
Totale;6.844.740;1.281.535;1.862.959;9.989.234;
