sezione;col1;col2;col3;col4;col5
05 - Rifiuti della raffinazione del petrolio, purificazione del gas naturale e trattamento pirolitico del carbone;18.302;6.241;47.583;72.126;
06 - Rifiuti dei processi chimici inorganici;98.974;14.540;35.232;148.746;
07 - Rifiuti dei processi chimici organici;946.890;63.237;58.446;1.068.573;
08 - Rifiuti della produzione, formulazione, fornitura ed uso (PFFU) di rivestimenti (pitture, vernici e smalti vetrati), adesivi, sigillanti e inchiostri per stampa;71.508;10.274;12.305;94.087;
09 - Rifiuti dell'industria fotografica;7.009;730;1.125;8.864;
10 - Rifiuti provenienti da processi termici;445.429;28.599;69.793;543.821;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;248.261;45.400;24.574;318.235;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;442.796;18.431;22.924;484.151;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);711.807;132.035;194.849;1.038.691;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);37.570;6.012;3.189;46.771;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;165.397;36.533;27.854;229.784;
16 - Rifiuti non specificati altrimenti nell'elenco;1.007.762;316.492;632.026;1.956.280;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);811.824;101.014;194.673;1.107.511;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);101.515;46.446;69.431;217.392;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;2.000.544;398.328;401.070;2.799.942;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;15.544;2.503;4.210;22.257;
Totale;7.147.982;1.228.577;1.806.146;10.182.705;
