

		Costi comunali per chilogrammo di rifiuto - Regione Italia - anno 2019 (ISPRA)
		(i dati sui costi sono espressi in (Eurocent/kg*anno));
		IstatComune;Comune o Aggregazione;Provincia;Numero di comuni;Pop.(abitanti);CRTkg;CTSkg;CACkg;CGINDkg;CRDkg;CTRkg;CGDkg;CSLkg;CCkg;CKkg;CTOTkg
09051023;Montemignaio;Arezzo;1   ;             535;               4,59;               6,21;               1,36;              12,15;               5,40;               1,98;               7,38;               1,67;              15,20;               7,85;              35,29;
09051024;Monterchi;Arezzo;1   ;           1.721;               4,38;               6,92;               1,51;              12,81;               5,29;               3,47;               8,76;;               5,43;               7,60;              24,67;
09051026;Montevarchi;Arezzo;1   ;          23.890;               3,25;               7,12;               7,30;              17,67;;               1,51;               2,15;               1,59;               8,59;               5,92;              26,14;
09051027;Ortignano Raggiolo;Arezzo;1   ;             872;               4,33;               6,15;               3,82;              14,30;               3,37;;               3,94;               1,17;              10,62;               6,53;              28,12;
09051030;Pieve Santo Stefano;Arezzo;1   ;           3.075;               6,99;               6,78;               1,49;              15,25;               5,58;               1,77;               7,35;               1,51;              10,87;               7,12;              31,41;
09051041;Pratovecchio Stia;Arezzo;1   ;           5.582;               3,35;               6,43;               1,22;              11,00;               6,08;               2,92;               9,00;               2,50;              12,74;               7,20;              32,90;
09051033;San Giovanni Valdarno;Arezzo;1   ;          16.800;               3,54;               7,86;               1,73;              13,13;               9,14;               1,98;              11,12;               2,67;               9,28;               7,90;              32,05;
09051034;Sansepolcro;Arezzo;1   ;          15.521;               3,56;               6,17;               1,34;              11,07;               8,89;               1,35;              10,24;               1,82;               8,59;               6,20;              27,38;
09051035;Sestino;Arezzo;1   ;           1.249;              10,60;              12,75;;              23,35;               9,66;;               9,66;               3,30;               7,40;;              30,21;
09051037;Subbiano;Arezzo;1   ;           6.375;               6,16;               7,84;               2,06;              16,06;              10,05;               1,64;              11,69;               1,21;              13,05;               6,95;              34,51;
09051038;Talla;Arezzo;1   ;             999;               4,59;               6,70;               1,45;              12,75;               9,08;               1,46;              10,54;               8,48;              14,21;               9,36;              44,24;
09051039;Terranuova Bracciolini;Arezzo;1   ;          12.198;               6,13;               6,41;               6,98;              19,52;              10,78;;              11,26;               2,28;              11,37;               5,94;              34,42;
11044007;Ascoli Piceno;Ascoli Piceno;1   ;          47.404;               8,35;              11,30;;              19,65;              34,62;;              34,62;              14,22;               2,21;;              45,97;
11044011;Castel di Lama;Ascoli Piceno;1   ;           8.507;               6,28;              12,55;               1,48;              20,31;              17,14;;              17,14;;;;              19,55;
11044015;Comunanza;Ascoli Piceno;1   ;           3.010;              27,62;              15,67;;              43,29;               1,44;;               1,49;               1,61;               1,28;;              16,99;
11044016;Cossignano;Ascoli Piceno;1   ;             908;;;              56,56;              56,56;;              27,11;              27,11;;               7,10;;              41,31;
11044017;Cupra Marittima;Ascoli Piceno;1   ;           5.401;               6,01;              12,52;;              18,53;;              17,45;              17,45;               3,78;;;              21,55;
11044020;Folignano;Ascoli Piceno;1   ;           9.142;              17,22;               7,98;               4,68;              29,88;              20,35;;              20,35;;               3,29;;              25,73;
11044021;Force;Ascoli Piceno;1   ;           1.235;              29,34;              23,88;;              53,22;               8,27;;               8,27;               2,80;              29,78;;              59,56;
11044027;Maltignano;Ascoli Piceno;1   ;           2.322;              15,79;               9,42;               1,31;              26,53;              17,76;               7,13;              24,89;;               3,48;;              29,44;
11044032;Montalto delle Marche;Ascoli Piceno;1   ;           1.977;              25,03;               8,07;;              33,10;              19,98;               2,88;              22,86;               6,35;               1,43;;              34,69;
11044036;Montefiore dell'Aso;Ascoli Piceno;1   ;           2.001;              13,44;;               8,54;              21,98;              32,07;               2,91;              34,98;               3,75;               2,29;;              36,75;
