Quantitativi di rifiuti speciali importati per regione - 2020 (ISPRA);
	Regione;Anno;Rifiuti non pericolosi(t);Rifiuti pericolosi (t);Totale(t)
MACEDONIA;2020;             720,9;               0,0;             720,9;
MADAGASCAR;2020;              78,0;               0,0;              78,0;
MALESIA;2020;             576,8;               0,0;             576,8;
MALTA;2020;           3.992,1;             214,4;           4.206,5;
MAROCCO;2020;           2.359,4;               0,0;           2.359,4;
MARTINICA;2020;             301,9;               0,0;             301,9;
MESSICO;2020;             407,6;               0,0;             407,6;
MOLDAVIA;2020;             596,5;               0,0;             596,5;
MONACO;2020;           1.020,0;               0,0;           1.020,0;
NAMIBIA;2020;              16,5;               0,0;              16,5;
NAURU;2020;               2,6;               0,0;               2,6;
NIGERIA;2020;              53,4;              29,0;              82,4;
NORVEGIA;2020;             444,1;               0,0;             444,1;
NUOVA ZELANDA;2020;              20,1;               0,0;              20,1;
OMAN;2020;             100,0;               0,0;             100,0;
PAESI BASSI;2020;          75.190,2;           5.768,2;          80.958,4;
PAKISTAN;2020;              53,1;               0,0;              53,1;
PANAMA;2020;             141,5;               0,0;             141,5;
PAPUA NUOVA GUINEA;2020;              58,7;               0,0;              58,7;
PERU;2020;             352,1;               0,0;             352,1;
POLONIA;2020;          63.563,3;             137,1;          63.700,5;
PORTOGALLO;2020;             797,2;               0,9;             798,1;
QATAR;2020;              35,7;               0,0;              35,7;
REGNO UNITO;2020;          65.121,9;          11.937,0;          77.058,9;
REPUBBLICA CECA;2020;         400.748,9;              15,4;         400.764,3;
REPUBBLICA DEL CONGO;2020;             585,9;               0,0;             585,9;
REPUBBLICA DOMINICANA;2020;             174,7;               0,0;             174,7;
ROMANIA;2020;          37.375,6;               0,3;          37.375,9;
SENEGAL;2020;             430,8;               0,0;             430,8;
SERBIA E MONTENEGRO;2020;           6.872,6;              35,8;           6.908,4;
SIERRA LEONE;2020;              38,0;               0,0;              38,0;
SINGAPORE;2020;           4.282,2;               0,0;           4.282,2;
SLOVACCHIA;2020;         145.463,8;               0,0;         145.463,8;
SLOVENIA;2020;         408.413,0;             235,7;         408.648,7;
SOMALIA;2020;              12,9;               0,0;              12,9;
SPAGNA;2020;          33.735,4;          26.998,5;          60.733,9;
SUD AFRICA;2020;              65,0;               0,0;              65,0;
SUDAN;2020;              82,8;               0,0;              82,8;
SVEZIA;2020;          10.063,4;              24,5;          10.087,9;
SVIZZERA;2020;         916.084,0;           9.461,2;         925.545,3;
THAILANDIA;2020;              27,4;               0,0;              27,4;
TOGO;2020;             244,8;               3,2;             248,0;
TRINIDAD E TOBAGO;2020;              52,7;               0,0;              52,7;
TUNISIA;2020;           9.741,9;             812,4;          10.554,2;
TURCHIA;2020;          48.847,5;               0,0;          48.847,5;
UCRAINA;2020;           1.405,9;               0,0;           1.405,9;
UNGHERIA;2020;         475.596,2;               0,0;         475.596,2;
URUGUAY;2020;             320,1;               0,0;             320,1;
USA;2020;          18.279,4;             726,3;          19.005,7;
VENEZUELA;2020;             394,1;               0,0;             394,1;
VIETNAM;2020;               1,7;               0,0;               1,7;
YEMEN;2020;             129,3;               0,0;             129,3;
ZAMBIA;2020;               7,6;               0,0;               7,6;
TOTALE;;       6.662.705,4;          85.111,3;       6.747.816,6;
		
Andamento delle importazioni di rifiuti speciali (ISPRA);
	Anno;Quantitativo (t)
2020;       6.747.816,6;
2019;       7.073.133,0;
2018;       7.304.279,1;

